model,item_id,task_type,layer,method,eps,objective,correct_before,pred_before,pred_after,gold,answer_preserved,correct_after,confidence_before,confidence_after,same_answer_confidence_after,gold_probability_before,gold_probability_after,wrong_confidence_reduced,correct_confidence_increased,overcorrection,semantic_drift_proxy,p_after_A,p_after_B,p_after_C,p_after_D,outcome_group
Qwen/Qwen2.5-0.5B,0,math,12,accessible_rho,0.05,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5380977478266786,0.5380977478266786,0.02590600965759402,0.02616971251174427,1,0,0,4.473773334601715e-06,0.18451444093514913,0.02616971251174427,0.251218098726428,0.5380977478266786,wrong_low
Qwen/Qwen2.5-0.5B,0,math,12,accessible_rho,0.1,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5332398233957667,0.5332398233957667,0.02590600965759402,0.026444944955757204,1,0,0,3.0825811482520235e-05,0.18645501863585834,0.026444944955757204,0.25386021301261774,0.5332398233957667,wrong_low
Qwen/Qwen2.5-0.5B,0,math,12,accessible_rho,0.2,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5260388445907485,0.5260388445907485,0.02590600965759402,0.02681100825713189,1,0,0,0.00011361246455028184,0.18977588229259704,0.02681100825713189,0.2573742648595227,0.5260388445907485,wrong_low
Qwen/Qwen2.5-0.5B,0,math,12,accessible_rho,0.4,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5114385560905279,0.5114385560905279,0.02590600965759402,0.027856635686885498,1,0,0,0.00044234162463411327,0.19640840753573924,0.027856635686885498,0.26429640068684734,0.5114385560905279,wrong_low
Qwen/Qwen2.5-0.5B,0,math,12,low_rho,0.05,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5408122360460239,0.5408122360460239,0.02590600965759402,0.02609704658590143,1,0,0,9.973043405188685e-07,0.18257018059324395,0.02609704658590143,0.25052053677483066,0.5408122360460239,wrong_low
Qwen/Qwen2.5-0.5B,0,math,12,low_rho,0.1,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5406117356249728,0.5406117356249728,0.02590600965759402,0.02618947446639725,1,0,0,3.664119182804492e-06,0.18179098483090703,0.02618947446639725,0.2514078050777229,0.5406117356249728,wrong_low
Qwen/Qwen2.5-0.5B,0,math,12,low_rho,0.2,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5401998258138228,0.5401998258138228,0.02590600965759402,0.026374769934902648,1,0,0,1.414774763126988e-05,0.1802388415628344,0.026374769934902648,0.2531865626884402,0.5401998258138228,wrong_low
Qwen/Qwen2.5-0.5B,0,math,12,low_rho,0.4,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5393853018930967,0.5393853018930967,0.02590600965759402,0.026959518102317153,1,0,0,4.538886556062284e-05,0.1778703939742752,0.026959518102317153,0.25578478603031085,0.5393853018930967,wrong_low
Qwen/Qwen2.5-0.5B,0,math,12,projected_gradient,0.05,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.4765607978573868,0.4765607978573868,0.02590600965759402,0.027631020079334413,1,0,0,0.002099161175928819,0.20900884204814285,0.027631020079334413,0.2867993400151359,0.4765607978573868,wrong_low
Qwen/Qwen2.5-0.5B,0,math,12,projected_gradient,0.1,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.41290872110065696,0.41290872110065696,0.02590600965759402,0.02899074248156134,1,0,0,0.00831754063698371,0.23526829746476519,0.02899074248156134,0.32283223895301655,0.41290872110065696,wrong_low
Qwen/Qwen2.5-0.5B,0,math,12,projected_gradient,0.2,decrease_wrong_confidence,0,D,C,B,0,0,0.5410639478449963,0.3909497520463515,0.2951043552323691,0.02590600965759402,0.030146807801481112,1,0,0,0.03173262191957105,0.28379908491979816,0.030146807801481112,0.3909497520463515,0.2951043552323691,wrong_low
Qwen/Qwen2.5-0.5B,0,math,12,projected_gradient,0.4,decrease_wrong_confidence,0,D,C,B,0,0,0.5410639478449963,0.49020391899438515,0.12989110761928507,0.02590600965759402,0.028200866819354613,1,0,0,0.10108797012164572,0.35170410656697526,0.028200866819354613,0.49020391899438515,0.12989110761928507,wrong_low
Qwen/Qwen2.5-0.5B,0,math,12,random_activation,0.05,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5390905513029688,0.5390905513029688,0.02590600965759402,0.025811523913201614,1,0,0,2.9839272688298845e-06,0.18341632253461243,0.025811523913201614,0.2516816022492172,0.5390905513029688,wrong_low
