outcome_group,method,eps,n,answer_preserved_rate,correct_after_rate,confidence_delta,wrong_confidence_reduced_rate,correct_confidence_increased_rate,overcorrection_rate,semantic_drift_proxy_mean,gold_probability_delta
correct_high,accessible_rho,0.025,98,1.0,0.5816326530612245,-0.000221719343767246,0.3877551020408163,0.21428571428571427,0.0,5.719213610130376e-07,0.0002357516795509218
correct_high,accessible_rho,0.05,98,0.9897959183673469,0.5816326530612245,-0.0005063443709701909,0.40816326530612246,0.35714285714285715,0.0,1.8417707316395991e-06,0.0004695964356853377
correct_high,accessible_rho,0.1,98,0.9897959183673469,0.5816326530612245,-0.0011221134411858458,0.40816326530612246,0.4897959183673469,0.0,6.99218593089121e-06,0.0010091096420851153
correct_high,accessible_rho,0.2,98,0.9795918367346939,0.5918367346938775,-0.002047691567528598,0.40816326530612246,0.5204081632653061,0.0,2.471280368556448e-05,0.001961349697953363
correct_high,accessible_rho,0.4,98,0.9591836734693877,0.5918367346938775,-0.0038584717529039914,0.41836734693877553,0.5816326530612245,0.0,0.00010056932679331301,0.004006959149363887
correct_high,accessible_rho,0.8,98,0.8979591836734694,0.6122448979591837,-0.006317662011925518,0.41836734693877553,0.5816326530612245,0.0,0.0004093100093790057,0.00810652144239643
correct_high,low_rho,0.025,98,1.0,0.5816326530612245,-0.00022373836805655856,0.3163265306122449,0.1836734693877551,0.0,3.7393052750701615e-07,1.4779977390633192e-05
correct_high,low_rho,0.05,98,0.9897959183673469,0.5816326530612245,-0.000312783406009709,0.3673469387755102,0.32653061224489793,0.0,8.339691363599685e-07,0.00011852174175319696
correct_high,low_rho,0.1,98,0.9897959183673469,0.5816326530612245,-0.0005894321046556739,0.41836734693877553,0.3163265306122449,0.0,2.6434471496457904e-06,0.00024833240144916946
correct_high,low_rho,0.2,98,0.9897959183673469,0.5816326530612245,-0.001126046093468669,0.41836734693877553,0.37755102040816324,0.0,9.052255601865215e-06,0.0005288703467192235
correct_high,low_rho,0.4,98,0.9693877551020408,0.5918367346938775,-0.0022218946880339097,0.41836734693877553,0.47959183673469385,0.0,3.4676230630245104e-05,0.001097502954154228
correct_high,low_rho,0.8,98,0.9693877551020408,0.5918367346938775,-0.0039422031658754575,0.41836734693877553,0.5,0.0,0.00013345147920917465,0.002103201657874365
correct_high,projected_gradient,0.025,98,0.9183673469387755,0.6020408163265306,-0.00812982003819307,0.41836734693877553,0.5816326530612245,0.0,0.00027802799498271723,0.006147958544278076
correct_high,projected_gradient,0.05,98,0.8877551020408163,0.6122448979591837,-0.013559147843846597,0.41836734693877553,0.5816326530612245,0.0,0.0011053607342695645,0.01218926145218624
correct_high,projected_gradient,0.1,98,0.7959183673469388,0.6122448979591837,-0.019126681105012255,0.41836734693877553,0.5816326530612245,0.0,0.00432607513966767,0.023734856859842224
correct_high,projected_gradient,0.2,98,0.6020408163265306,0.6326530612244898,-0.0006379999400760727,0.41836734693877553,0.5816326530612245,0.0,0.015959460877028264,0.04411682198286093
correct_high,projected_gradient,0.4,98,0.5816326530612245,0.6428571428571429,0.05633763223839239,0.41836734693877553,0.5816326530612245,0.0,0.048553092962871136,0.07117318347578172
correct_high,projected_gradient,0.8,98,0.5816326530612245,0.6326530612244898,0.10970518013336894,0.41836734693877553,0.5816326530612245,0.0,0.09389358768068679,0.09073290166515124
correct_high,random_activation,0.025,98,1.0,0.5816326530612245,-0.00020101488673407442,0.17346938775510204,0.09183673469387756,0.0,9.448262517247366e-07,-0.00014621795277847127
correct_high,random_activation,0.05,98,0.9897959183673469,0.5816326530612245,-0.00041349650482824796,0.22448979591836735,0.1326530612244898,0.0,2.6672158113574796e-06,-0.000194236150832805
correct_high,random_activation,0.1,98,0.9795918367346939,0.5918367346938775,-0.0005886092355191774,0.20408163265306123,0.20408163265306123,0.0,1.0007853973183334e-05,-0.00028022483674483567
correct_high,random_activation,0.2,98,0.9693877551020408,0.5918367346938775,-0.0010964816208076655,0.22448979591836735,0.17346938775510204,0.0,3.984102407138773e-05,-0.0006526771372044049
correct_high,random_activation,0.4,98,0.9693877551020408,0.5918367346938775,-0.0017065953291612868,0.22448979591836735,0.22448979591836735,0.0,0.0001577492856879634,-0.001177546323010592
correct_high,random_activation,0.8,98,0.9489795918367347,0.6020408163265306,-0.0031328807285596616,0.22448979591836735,0.1836734693877551,0.0,0.0006174101367623268,-0.002375773183184493
correct_high,standard_delta_pca,0.025,98,1.0,0.5816326530612245,0.00019157514460643732,0.15306122448979592,0.16326530612244897,0.0,4.152427860009911e-07,-3.325281278176995e-05
correct_high,standard_delta_pca,0.05,98,1.0,0.5816326530612245,0.0004231619233888706,0.02040816326530612,0.22448979591836735,0.0,7.470204225674505e-07,5.048380491423643e-08
correct_high,standard_delta_pca,0.1,98,1.0,0.5816326530612245,0.0009115149142854273,0.01020408163265306,0.20408163265306123,0.0,2.528532565121213e-06,6.31338778485091e-05
correct_high,standard_delta_pca,0.2,98,1.0,0.5816326530612245,0.001763266773941674,0.0,0.1326530612244898,0.0,8.84282977196487e-06,0.00010901809551033814
correct_high,standard_delta_pca,0.4,98,1.0,0.5816326530612245,0.0036579580730030647,0.0,0.21428571428571427,0.0,3.377770355572608e-05,0.0003384227721510147
correct_high,standard_delta_pca,0.8,98,1.0,0.5816326530612245,0.006984330235195402,0.0,0.17346938775510204,0.0,0.0001303442039961298,0.000715371768932771
correct_high,temperature_1.25,0.0,98,1.0,0.5816326530612245,-0.04806229281665564,0.41836734693877553,0.0,0.0,0.0032663938915000325,-0.02741173269646513
correct_high,temperature_1.5,0.0,98,1.0,0.5816326530612245,-0.09099165882951632,0.41836734693877553,0.0,0.0,0.010746909890646935,-0.054683382047744866
