metric,group,method,eps,coverage,ci_low,median,ci_high
answer_preserved_rate,correct_high,temperature_1.25,0.0,,1.0,1.0,1.0
answer_preserved_rate,correct_high,temperature_1.5,0.0,,1.0,1.0,1.0
answer_preserved_rate,correct_high,temperature_2,0.0,,1.0,1.0,1.0
answer_preserved_rate,correct_high,wrong_logit_gradient_normed,0.025,,1.0,1.0,1.0
answer_preserved_rate,correct_high,wrong_logit_gradient_normed,0.05,,1.0,1.0,1.0
answer_preserved_rate,correct_high,wrong_logit_gradient_normed,0.1,,1.0,1.0,1.0
answer_preserved_rate,correct_high,wrong_logit_gradient_normed,0.2,,1.0,1.0,1.0
answer_preserved_rate,correct_high,wrong_logit_gradient_normed,0.4,,1.0,1.0,1.0
answer_preserved_rate,correct_high,wrong_logit_gradient_normed,0.8,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,accessible_rho,0.025,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,accessible_rho,0.05,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,accessible_rho,0.1,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,accessible_rho,0.2,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,accessible_rho,0.4,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,accessible_rho,0.8,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,low_rho,0.025,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,low_rho,0.05,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,low_rho,0.1,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,low_rho,0.2,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,low_rho,0.4,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,low_rho,0.8,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,projected_gradient,0.025,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,projected_gradient,0.05,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,projected_gradient,0.1,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,projected_gradient,0.2,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,projected_gradient,0.4,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,projected_gradient,0.8,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,random_activation,0.025,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,random_activation,0.05,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,random_activation,0.1,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,random_activation,0.2,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,random_activation,0.4,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,random_activation,0.8,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,standard_delta_pca,0.025,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,standard_delta_pca,0.05,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,standard_delta_pca,0.1,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,standard_delta_pca,0.2,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,standard_delta_pca,0.4,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,standard_delta_pca,0.8,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,temperature_1.25,0.0,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,temperature_1.5,0.0,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,temperature_2,0.0,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,wrong_logit_gradient_normed,0.025,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,wrong_logit_gradient_normed,0.05,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,wrong_logit_gradient_normed,0.1,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,wrong_logit_gradient_normed,0.2,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,wrong_logit_gradient_normed,0.4,,1.0,1.0,1.0
answer_preserved_rate,wrong_high,wrong_logit_gradient_normed,0.8,,1.0,1.0,1.0
confidence_delta,correct_high,accessible_rho,0.025,,6.710899018999294e-05,0.00016244573326379408,0.0002457655103601714
confidence_delta,correct_high,accessible_rho,0.05,,0.00018061446378636327,0.000266710771998413,0.0003792425165539293
confidence_delta,correct_high,accessible_rho,0.1,,0.0005353736486258948,0.0006580755806063765,0.00077882491842996
confidence_delta,correct_high,accessible_rho,0.2,,0.0009705035769899811,0.0011783564402684799,0.001389633116135619
confidence_delta,correct_high,accessible_rho,0.4,,0.0018782219094206326,0.002216329676480999,0.002612982170214695
confidence_delta,correct_high,accessible_rho,0.8,,0.0037120807213846334,0.004335043450616527,0.005072916980530207
confidence_delta,correct_high,low_rho,0.025,,2.1756773376124807e-06,8.187836244338831e-05,0.00014578038386393045
confidence_delta,correct_high,low_rho,0.05,,5.216444306689605e-05,0.00011468897794952859,0.00019214338040461355
confidence_delta,correct_high,low_rho,0.1,,6.793635204036807e-05,0.0001415075317363068,0.0002500860121338128
confidence_delta,correct_high,low_rho,0.2,,0.000333745736785479,0.0004717683174955689,0.0006275754049551551
confidence_delta,correct_high,low_rho,0.4,,0.0006239954633479039,0.0008187285915234321,0.0011378435504024649
confidence_delta,correct_high,low_rho,0.8,,0.001299080097400687,0.0016508446602691573,0.0022082246732721775
confidence_delta,correct_high,projected_gradient,0.025,,0.0011365046010157142,0.001294433890456692,0.0014413737005882804
confidence_delta,correct_high,projected_gradient,0.05,,0.0022282403937722074,0.0024922644141722183,0.0027503839138264515
confidence_delta,correct_high,projected_gradient,0.1,,0.004386004490173031,0.004849108640683442,0.005303133185308062
confidence_delta,correct_high,projected_gradient,0.2,,0.008228507404588548,0.009092291836314659,0.009924093566598522
confidence_delta,correct_high,projected_gradient,0.4,,0.014681671292271766,0.016248361347314333,0.017762995727157074
confidence_delta,correct_high,projected_gradient,0.8,,0.02354225413561067,0.0261163304424904,0.028629070429075094
confidence_delta,correct_high,random_activation,0.025,,-4.973104995395494e-05,1.3446707945508063e-05,7.921150861942561e-05
confidence_delta,correct_high,random_activation,0.05,,-5.0121511574127695e-05,2.006753026506658e-05,8.792200914963805e-05
confidence_delta,correct_high,random_activation,0.1,,-5.39826332017046e-05,3.798881682370858e-05,0.00013598504896039643
confidence_delta,correct_high,random_activation,0.2,,-7.326137541250055e-05,5.7960676451362936e-05,0.0001690022971314431
confidence_delta,correct_high,random_activation,0.4,,-0.00012429290683272086,4.045476681330262e-05,0.00021563709392529996
confidence_delta,correct_high,random_activation,0.8,,-0.00028089639242242224,4.521787558425805e-05,0.00040029298889201483
confidence_delta,correct_high,standard_delta_pca,0.025,,-0.00032567095237611977,-0.00024330051708099099,-0.00017214642223000175
confidence_delta,correct_high,standard_delta_pca,0.05,,-0.000503842940357957,-0.0004215107865012113,-0.00035493665888868534
confidence_delta,correct_high,standard_delta_pca,0.1,,-0.0009435558874689748,-0.000842860601782236,-0.0007431858894613147
confidence_delta,correct_high,standard_delta_pca,0.2,,-0.0019565837546855784,-0.0017710723759174485,-0.0015896492434816416
confidence_delta,correct_high,standard_delta_pca,0.4,,-0.004041420861068182,-0.0036721518442262013,-0.003297400881721457
confidence_delta,correct_high,standard_delta_pca,0.8,,-0.008467655981551808,-0.00769026817674523,-0.006894726298165452
confidence_delta,correct_high,temperature_1.25,0.0,,-0.03710105460514795,-0.035389642797106435,-0.0333341230894448
confidence_delta,correct_high,temperature_1.5,0.0,,-0.07850457209110949,-0.07537689044649398,-0.07186012492054708
confidence_delta,correct_high,temperature_2,0.0,,-0.16284409217112983,-0.15732539119008115,-0.15177206547639002
confidence_delta,correct_high,wrong_logit_gradient_normed,0.025,,-0.00018170085361519093,-0.00010318405070947057,-3.571557244635979e-05
confidence_delta,correct_high,wrong_logit_gradient_normed,0.05,,-0.0004165683196912129,-0.0003455223218285508,-0.00025798429163267076
confidence_delta,correct_high,wrong_logit_gradient_normed,0.1,,-0.0008764928386533061,-0.0007745461734176562,-0.0006828987461699465
confidence_delta,correct_high,wrong_logit_gradient_normed,0.2,,-0.0018080516540721486,-0.0016258347900683923,-0.0014446507522388769
confidence_delta,correct_high,wrong_logit_gradient_normed,0.4,,-0.00353174240309522,-0.003227709381198207,-0.002933472574217813
confidence_delta,correct_high,wrong_logit_gradient_normed,0.8,,-0.007405437032571227,-0.006814983904886385,-0.006185856561651873
confidence_delta,wrong_high,accessible_rho,0.025,,-0.00024387122477085576,-0.00017863157309361277,-0.00012206726446079839
confidence_delta,wrong_high,accessible_rho,0.05,,-0.00037833042887443766,-0.00029548838092591234,-0.00022695233318734682
confidence_delta,wrong_high,accessible_rho,0.1,,-0.0007054215166716393,-0.0006254076132455322,-0.0005273479990955232
confidence_delta,wrong_high,accessible_rho,0.2,,-0.0013104304120661354,-0.0011819959742969122,-0.0010355650586624104
confidence_delta,wrong_high,accessible_rho,0.4,,-0.0025629937586805736,-0.002302327258033865,-0.002006861356972042
confidence_delta,wrong_high,accessible_rho,0.8,,-0.005373534988789228,-0.004826912362182301,-0.004219664765577852
confidence_delta,wrong_high,low_rho,0.025,,-0.0002070826683584548,-0.00013760415278551985,-8.459954689646608e-05
confidence_delta,wrong_high,low_rho,0.05,,-0.0002157515020788925,-0.0001472125602549612,-6.659881391304356e-05
confidence_delta,wrong_high,low_rho,0.1,,-0.00040463492703200765,-0.0003122949268514752,-0.00023963219131355185
confidence_delta,wrong_high,low_rho,0.2,,-0.0008023742340975137,-0.0006330972264516621,-0.0005033471671094303
confidence_delta,wrong_high,low_rho,0.4,,-0.0015743408057193014,-0.0012484949941933277,-0.0009973390266451525
confidence_delta,wrong_high,low_rho,0.8,,-0.003233490409592857,-0.0026324278883350094,-0.0021573753863128762
confidence_delta,wrong_high,projected_gradient,0.025,,-0.0017734158616080353,-0.0016634097311992724,-0.0015575722823722494
confidence_delta,wrong_high,projected_gradient,0.05,,-0.003587234665282185,-0.0033676259365407746,-0.0031651740538412715
confidence_delta,wrong_high,projected_gradient,0.1,,-0.007383886278256896,-0.006957478700330866,-0.00658810911359576
confidence_delta,wrong_high,projected_gradient,0.2,,-0.015552792437868803,-0.014711246201948469,-0.013935658552981928
confidence_delta,wrong_high,projected_gradient,0.4,,-0.034731818076810896,-0.032934924530011844,-0.03123239085017354
confidence_delta,wrong_high,projected_gradient,0.8,,-0.08481178619830203,-0.0811687533452744,-0.07751278521537178
confidence_delta,wrong_high,random_activation,0.025,,-8.125739226577666e-05,-2.8206302384370385e-05,3.2751381830117836e-05
confidence_delta,wrong_high,random_activation,0.05,,-9.724695432787589e-05,-4.180822906174608e-05,2.8814165475080092e-05
confidence_delta,wrong_high,random_activation,0.1,,-0.00012695025922048465,-5.6153568958772215e-05,1.0934553888125606e-05
confidence_delta,wrong_high,random_activation,0.2,,-0.0001754272626800113,-8.302224724221485e-05,1.7131126737879366e-05
confidence_delta,wrong_high,random_activation,0.4,,-0.0002891496237788532,-0.00014448250224702308,3.1001464917865264e-05
confidence_delta,wrong_high,random_activation,0.8,,-0.0005024041202724095,-0.0002500760509274169,6.410281603519702e-05
confidence_delta,wrong_high,standard_delta_pca,0.025,,-0.0004295765638138188,-0.00035927464506713136,-0.00029872125113448165
confidence_delta,wrong_high,standard_delta_pca,0.05,,-0.000637070879931359,-0.0005609046207061819,-0.0004852154198033004
confidence_delta,wrong_high,standard_delta_pca,0.1,,-0.0012330728946579855,-0.001131454617294747,-0.0010468615474625352
confidence_delta,wrong_high,standard_delta_pca,0.2,,-0.0024431762922868,-0.0022839544626344077,-0.0021289326501520156
confidence_delta,wrong_high,standard_delta_pca,0.4,,-0.004929080613070324,-0.004655134234719693,-0.004373124241919943
confidence_delta,wrong_high,standard_delta_pca,0.8,,-0.010197905385693613,-0.009646290872200425,-0.00911921604479938
confidence_delta,wrong_high,temperature_1.25,0.0,,-0.04001060496684514,-0.038832026357237426,-0.03769049449401509
confidence_delta,wrong_high,temperature_1.5,0.0,,-0.08329076149739152,-0.08096155050947257,-0.07887119210693001
confidence_delta,wrong_high,temperature_2,0.0,,-0.16865193957119787,-0.16462116160417423,-0.16113455633031404
confidence_delta,wrong_high,wrong_logit_gradient_normed,0.025,,-0.00026657081823196205,-0.00020183163097003964,-0.00014038972465398313
confidence_delta,wrong_high,wrong_logit_gradient_normed,0.05,,-0.0005427072070197603,-0.0004838432526796388,-0.00042291341044687903
confidence_delta,wrong_high,wrong_logit_gradient_normed,0.1,,-0.0011079214843110502,-0.001021157579284948,-0.0009407627238848137
confidence_delta,wrong_high,wrong_logit_gradient_normed,0.2,,-0.0021580955512240122,-0.0020158787262034017,-0.0019020608598303151
confidence_delta,wrong_high,wrong_logit_gradient_normed,0.4,,-0.004294127740537043,-0.004038484990041169,-0.003811882622190524
confidence_delta,wrong_high,wrong_logit_gradient_normed,0.8,,-0.008795164635444483,-0.008320021086130946,-0.007856260092420908
mean_confidence,base,none,,,0.8544015922324313,0.8641334754302439,0.8731823800571457
semantic_drift_proxy_mean,correct_high,accessible_rho,0.025,,5.337437357792518e-07,6.845647760626259e-07,8.726245686186825e-07
semantic_drift_proxy_mean,correct_high,accessible_rho,0.05,,6.738306032520169e-07,8.607312343000215e-07,1.1060211682615909e-06
semantic_drift_proxy_mean,correct_high,accessible_rho,0.1,,1.921612876035302e-06,2.418216204626224e-06,2.934369498370521e-06
semantic_drift_proxy_mean,correct_high,accessible_rho,0.2,,5.575818620572763e-06,7.136268551776763e-06,8.7816403013878e-06
semantic_drift_proxy_mean,correct_high,accessible_rho,0.4,,2.016252890729771e-05,2.5734539495539843e-05,3.123801942977789e-05
semantic_drift_proxy_mean,correct_high,accessible_rho,0.8,,7.546616485711761e-05,9.511017997487489e-05,0.00011748336340593474
semantic_drift_proxy_mean,correct_high,low_rho,0.025,,2.70136057400784e-07,3.5686298048756433e-07,4.890216938249482e-07
semantic_drift_proxy_mean,correct_high,low_rho,0.05,,2.9322471180304226e-07,4.040666005659212e-07,5.201631626808038e-07
semantic_drift_proxy_mean,correct_high,low_rho,0.1,,5.307494629553435e-07,7.612803345855665e-07,1.0714004354490742e-06
semantic_drift_proxy_mean,correct_high,low_rho,0.2,,1.3181987076133643e-06,1.9959433882580673e-06,3.1628619312961425e-06
semantic_drift_proxy_mean,correct_high,low_rho,0.4,,2.971407733255413e-06,5.587091870842975e-06,1.0287325398581583e-05
semantic_drift_proxy_mean,correct_high,low_rho,0.8,,1.1150153425109626e-05,2.072590027898688e-05,3.610820672367022e-05
semantic_drift_proxy_mean,correct_high,projected_gradient,0.025,,5.3635217481266815e-06,6.3845803227706215e-06,7.301103383978465e-06
semantic_drift_proxy_mean,correct_high,projected_gradient,0.05,,1.9908627120313636e-05,2.2512898270306052e-05,2.529355593353959e-05
semantic_drift_proxy_mean,correct_high,projected_gradient,0.1,,7.699146299962617e-05,8.542874568752756e-05,9.407774462960933e-05
semantic_drift_proxy_mean,correct_high,projected_gradient,0.2,,0.00028405095128866177,0.0003147614768756382,0.0003457328509111283
semantic_drift_proxy_mean,correct_high,projected_gradient,0.4,,0.0010058430611054492,0.0011165053819073515,0.0012229660248259469
semantic_drift_proxy_mean,correct_high,projected_gradient,0.8,,0.0031025797705126583,0.0034501822036656993,0.0037983553432784437
semantic_drift_proxy_mean,correct_high,random_activation,0.025,,2.3090387146447769e-07,3.167783619566192e-07,4.4526858787699094e-07
semantic_drift_proxy_mean,correct_high,random_activation,0.05,,3.1632471431387173e-07,4.295130768689462e-07,5.543786509934462e-07
semantic_drift_proxy_mean,correct_high,random_activation,0.1,,6.41754517001476e-07,8.047826660054613e-07,1.1276859241951693e-06
semantic_drift_proxy_mean,correct_high,random_activation,0.2,,9.994208199647493e-07,1.2366318473420109e-06,1.6301433234242157e-06
semantic_drift_proxy_mean,correct_high,random_activation,0.4,,1.8774084417770966e-06,2.5993922308957107e-06,3.443409562607552e-06
semantic_drift_proxy_mean,correct_high,random_activation,0.8,,6.31978669731196e-06,9.26191809088116e-06,1.2708196295849527e-05
semantic_drift_proxy_mean,correct_high,standard_delta_pca,0.025,,7.497189153912408e-07,9.388777038200107e-07,1.2090190754787484e-06
semantic_drift_proxy_mean,correct_high,standard_delta_pca,0.05,,1.0883821548932849e-06,1.298464736947258e-06,1.5164704631985878e-06
semantic_drift_proxy_mean,correct_high,standard_delta_pca,0.1,,2.8777455361859106e-06,3.416068346025235e-06,4.010347360645926e-06
semantic_drift_proxy_mean,correct_high,standard_delta_pca,0.2,,1.1057942891971543e-05,1.2555333153802662e-05,1.3881387453386491e-05
semantic_drift_proxy_mean,correct_high,standard_delta_pca,0.4,,4.3585593736611095e-05,4.9105641447054826e-05,5.406611363338037e-05
semantic_drift_proxy_mean,correct_high,standard_delta_pca,0.8,,0.00018203933755441513,0.0002038296826505575,0.00022561277074371124
semantic_drift_proxy_mean,correct_high,temperature_1.25,0.0,,0.0031873616555266843,0.003316988244040669,0.003440912231775687
semantic_drift_proxy_mean,correct_high,temperature_1.5,0.0,,0.011364805597256895,0.011758589296925411,0.012211197787744632
semantic_drift_proxy_mean,correct_high,temperature_2,0.0,,0.03526187517146338,0.03626911444398129,0.03761560904107236
semantic_drift_proxy_mean,correct_high,wrong_logit_gradient_normed,0.025,,6.934043947187497e-07,8.59662660093017e-07,1.1346875711779977e-06
semantic_drift_proxy_mean,correct_high,wrong_logit_gradient_normed,0.05,,8.292631180975559e-07,1.0780059976795029e-06,1.3057541602096388e-06
semantic_drift_proxy_mean,correct_high,wrong_logit_gradient_normed,0.1,,2.223194048892416e-06,2.6466752532623836e-06,3.1567962495604824e-06
semantic_drift_proxy_mean,correct_high,wrong_logit_gradient_normed,0.2,,8.391282970426084e-06,9.770837194413825e-06,1.1022818778618165e-05
semantic_drift_proxy_mean,correct_high,wrong_logit_gradient_normed,0.4,,3.194812878065113e-05,3.545084986000504e-05,3.882143982535376e-05
semantic_drift_proxy_mean,correct_high,wrong_logit_gradient_normed,0.8,,0.0001346152117239646,0.0001483621231067535,0.00016111845334786817
semantic_drift_proxy_mean,wrong_high,accessible_rho,0.025,,6.212908506702473e-07,7.182460786312321e-07,8.554720934969528e-07
semantic_drift_proxy_mean,wrong_high,accessible_rho,0.05,,8.224321804984793e-07,1.0023031906307516e-06,1.2040987123032497e-06
semantic_drift_proxy_mean,wrong_high,accessible_rho,0.1,,1.8091604862812187e-06,2.172147459731819e-06,2.5739696774831e-06
semantic_drift_proxy_mean,wrong_high,accessible_rho,0.2,,5.463631597977591e-06,6.6118426886618984e-06,7.721471163522927e-06
semantic_drift_proxy_mean,wrong_high,accessible_rho,0.4,,1.9599382442999388e-05,2.3737187053848796e-05,2.7913022878384278e-05
semantic_drift_proxy_mean,wrong_high,accessible_rho,0.8,,8.012915652702582e-05,9.726572126541028e-05,0.00011412869484069325
semantic_drift_proxy_mean,wrong_high,low_rho,0.025,,3.6025995737976016e-07,4.672523958008442e-07,5.868064422736672e-07
semantic_drift_proxy_mean,wrong_high,low_rho,0.05,,5.609319429994392e-07,7.47177371235395e-07,9.005229519437568e-07
semantic_drift_proxy_mean,wrong_high,low_rho,0.1,,1.0454830598487116e-06,1.3491684438382428e-06,1.6687829993113203e-06
semantic_drift_proxy_mean,wrong_high,low_rho,0.2,,2.6826263759441754e-06,3.6218344801889056e-06,4.872270571295021e-06
semantic_drift_proxy_mean,wrong_high,low_rho,0.4,,8.621602765017516e-06,1.253601834703688e-05,1.7297028567420372e-05
semantic_drift_proxy_mean,wrong_high,low_rho,0.8,,3.4830917540373436e-05,4.832230166202515e-05,6.642925140407254e-05
semantic_drift_proxy_mean,wrong_high,projected_gradient,0.025,,7.693680106926606e-06,8.35773060170991e-06,9.123392428601757e-06
semantic_drift_proxy_mean,wrong_high,projected_gradient,0.05,,3.003746934034758e-05,3.204877940334537e-05,3.448550789499601e-05
semantic_drift_proxy_mean,wrong_high,projected_gradient,0.1,,0.00012305726758320967,0.00013071898453294762,0.00013879692162384918
semantic_drift_proxy_mean,wrong_high,projected_gradient,0.2,,0.0005181635892327154,0.0005488781243578941,0.0005805019679320747
semantic_drift_proxy_mean,wrong_high,projected_gradient,0.4,,0.0023193016365268817,0.002444686837872985,0.0025779226532417323
semantic_drift_proxy_mean,wrong_high,projected_gradient,0.8,,0.011257218615672736,0.01177875062586475,0.012358692987751599
semantic_drift_proxy_mean,wrong_high,random_activation,0.025,,4.154478297307137e-07,5.322933283855924e-07,6.663352519886685e-07
semantic_drift_proxy_mean,wrong_high,random_activation,0.05,,5.913875324263585e-07,7.311261625233015e-07,8.820750136897156e-07
semantic_drift_proxy_mean,wrong_high,random_activation,0.1,,7.697664115563246e-07,9.207844933976948e-07,1.1026288145669407e-06
semantic_drift_proxy_mean,wrong_high,random_activation,0.2,,1.4141084738222831e-06,1.7024304045660554e-06,2.0212116925401795e-06
semantic_drift_proxy_mean,wrong_high,random_activation,0.4,,3.4412898822667535e-06,4.021926515741902e-06,4.882965553216148e-06
semantic_drift_proxy_mean,wrong_high,random_activation,0.8,,1.0355486024955072e-05,1.303800726838665e-05,1.6194406096282396e-05
semantic_drift_proxy_mean,wrong_high,standard_delta_pca,0.025,,1.082455799168675e-06,1.2784315950468181e-06,1.4445902104421304e-06
semantic_drift_proxy_mean,wrong_high,standard_delta_pca,0.05,,1.6205416326479648e-06,1.8894217390946232e-06,2.1590038864360444e-06
semantic_drift_proxy_mean,wrong_high,standard_delta_pca,0.1,,4.182613804772663e-06,4.691637882869136e-06,5.21126984260029e-06
semantic_drift_proxy_mean,wrong_high,standard_delta_pca,0.2,,1.5015062073446463e-05,1.627213625549864e-05,1.760591214104723e-05
semantic_drift_proxy_mean,wrong_high,standard_delta_pca,0.4,,6.035521058306851e-05,6.440756969899524e-05,6.865207766020314e-05
semantic_drift_proxy_mean,wrong_high,standard_delta_pca,0.8,,0.0002474888796862569,0.0002620651904341226,0.000277319521111971
semantic_drift_proxy_mean,wrong_high,temperature_1.25,0.0,,0.00338955725313252,0.0034642855123895103,0.003562500615149555
semantic_drift_proxy_mean,wrong_high,temperature_1.5,0.0,,0.011886377397750775,0.012134153356895574,0.012438512418701796
semantic_drift_proxy_mean,wrong_high,temperature_2,0.0,,0.03610367026722502,0.036808714248453694,0.03759147116753808
semantic_drift_proxy_mean,wrong_high,wrong_logit_gradient_normed,0.025,,8.459805567943548e-07,9.941765026915463e-07,1.201817724505359e-06
semantic_drift_proxy_mean,wrong_high,wrong_logit_gradient_normed,0.05,,1.3300370724977284e-06,1.5793035466876557e-06,1.8404304663094607e-06
semantic_drift_proxy_mean,wrong_high,wrong_logit_gradient_normed,0.1,,3.3544054124277776e-06,3.7173853789051634e-06,4.1120907575944395e-06
semantic_drift_proxy_mean,wrong_high,wrong_logit_gradient_normed,0.2,,1.1110085044946893e-05,1.200599054018326e-05,1.3068410263558058e-05
semantic_drift_proxy_mean,wrong_high,wrong_logit_gradient_normed,0.4,,4.2317696454083527e-05,4.497451180967946e-05,4.835117008205777e-05
semantic_drift_proxy_mean,wrong_high,wrong_logit_gradient_normed,0.8,,0.00017119693505093398,0.0001819306791056901,0.00019314264023709006
