true_label,true_class,pred,correct,confidence,true_prob,entropy,varentropy,margin,loss,rho,v_total,v_access,v_inaccess,route_rank,hidden_norm,grad_entropy_norm,grad_loss_norm,projected_grad_entropy_norm,projected_grad_loss_norm,index,rho_group,pair_id,match_distance
0,airplane,0,1,0.3990829315726324,0.3990829315726324,1.8680139448641315,0.7960785619728086,0.245774303894091,0.918586035136828,0.7938724792469983,0.796078561972808,0.6319848616687384,0.16409370030406967,2,3.6043944358825684,0.8154019230701092,1.1498801518890656,0.3603017376206599,0.39599648802581405,21,low_rho,0,1.4792619595697991
0,airplane,0,1,0.4531121876462637,0.4531121876462637,1.535798085088911,1.0379606453568155,0.16755218188201082,0.7916155293122386,0.9563621434133106,1.0379606453568142,0.992666267572106,0.04529437778470824,2,6.249568462371826,0.7392500872222479,1.0710249997442651,0.3716695612305913,0.21045536482829535,1965,high_rho,0,1.4792619595697991
0,airplane,0,1,0.44216903328190554,0.44216903328190554,1.704777394641018,0.9814042252286935,0.23609196891087916,0.8160630417718746,0.8895754509910572,0.9814042252286921,0.8730331062623428,0.10837111896634932,2,5.441757678985596,0.8338998626323114,1.0493981633217864,0.3910390354517258,0.31551883667424696,298,low_rho,1,1.77817093891206
0,airplane,0,1,0.3800752555568879,0.3800752555568879,1.7053144240290643,0.8883563185788388,0.09085371764891875,0.967386004930045,0.9708135127362162,0.8883563185788408,0.8624283182009376,0.025928000377903215,2,4.100208759307861,0.7012951337536042,1.1992970783003187,0.37975367709137225,0.26580013921022994,116,high_rho,1,1.77817093891206
0,airplane,0,1,0.375644086352572,0.375644086352572,1.9157331379560185,0.7266691917504953,0.22543459606964697,0.9791131627304603,0.741705575761775,0.7266691917504963,0.5389745912556455,0.18769460049485076,2,3.8400039672851562,0.7753731666970555,1.1901966034009042,0.3311869775064997,0.4686020548771442,406,low_rho,2,1.7880542608913328
0,airplane,0,1,0.35068698944244775,0.35068698944244775,1.7379565786260376,0.7708738096209161,0.07108261235085067,1.047861221348113,0.9744407563223603,0.7708738096209171,0.7511708580761056,0.019702951544811498,2,4.421754360198975,0.6315794216018309,1.2770385327672757,0.34432030098403227,0.2733888607815957,376,high_rho,2,1.7880542608913328
0,airplane,0,1,0.7091236662516248,0.7091236662516248,0.8937535583343884,0.9785465960705685,0.5657519042136662,0.3437253441739455,0.8616008680387214,0.9785465960705648,0.8431165965907347,0.13542999947983014,2,9.491494178771973,0.7237808180263627,0.5494481451493917,0.22245598815723333,0.13856020670487637,447,low_rho,3,2.3959629866855607
0,airplane,0,1,0.6164625947484643,0.6164625947484643,0.9822771693512463,0.6520027386693857,0.3599247324391603,0.4837576317813658,0.992315145771592,0.6520027386693877,0.6469921926661907,0.005010546003197058,2,26.3387508392334,0.5774725672517692,0.7490153115551674,0.1599330384028675,0.2686764854409628,1776,high_rho,3,2.3959629866855607
0,airplane,0,1,0.3655746527362146,0.3655746527362146,1.9138101242578194,0.6943458518173204,0.1900980936836476,1.0062847723958412,0.8589179530485807,0.6943458518173209,0.5963861177507064,0.09795973406661451,2,3.314592123031616,0.7410348899704239,1.2331869084966383,0.356053469596555,0.3854636242011898,602,low_rho,4,1.4863096706820131
0,airplane,0,1,0.324259715964173,0.324259715964173,1.8339282564081238,0.7528970219294772,0.04393299229720127,1.126210491811461,0.9820293106201521,0.7528970219294772,0.73936694341337,0.013530078516107213,2,4.6508469581604,0.6714833958836138,1.3357892586715403,0.3794370976386636,0.31198286065639846,864,high_rho,4,1.4863096706820131
