model,init_state,split,route_source,subspace_family,subspace_k,layer,n,rho_mean,rho_std,v_access_mean,v_inaccess_mean,grad_entropy_proj_norm_mean,grad_varentropy_proj_norm_mean
bert-base-uncased,pretrained,train,train_route,delta_pca,8,4,11,0.47984317761996453,0.18790568274186942,0.40836745152875675,0.33055468901235646,0.10473193958156934,0.25709503740018885
bert-base-uncased,pretrained,train,train_route,delta_pca,8,8,11,0.46909435756777584,0.15610153714151107,0.46397520126627645,0.39727560098558,0.06743711578163844,0.1523482235294176
bert-base-uncased,pretrained,train,train_route,state_pca,8,4,11,0.5454002081444408,0.22049202959693673,0.4520891237126686,0.28683301682844486,0.11981855396900883,0.27758521068724923
bert-base-uncased,pretrained,train,train_route,state_pca,8,8,11,0.49995659256108754,0.14186516961590642,0.4688896609427788,0.39236114130907734,0.07583412318167265,0.16539516419066838
bert-base-uncased,pretrained,train,train_route,state_pca,8,12,11,0.8061023555962886,0.1410304072713656,1.5055965043717328,0.30121666795325086,0.32485596494337826,0.4867618553953079
distilbert-base-uncased,pretrained,test,random_route,random,8,2,10,0.4835212858625207,0.167318699217159,0.4489322301788773,0.2113927838785182,0.13002171596076978,0.2131825101011015
distilbert-base-uncased,pretrained,test,random_route,random,8,4,10,0.44678677485652296,0.19819632925584876,0.42512215007924936,0.3398786756381557,0.07507320576430279,0.18175776351139478
distilbert-base-uncased,pretrained,test,random_route,random,8,6,10,0.6590184298780588,0.20911800866704383,1.0084416828953946,0.30998852975492847,0.2509640836115695,0.5039956380378194
distilbert-base-uncased,pretrained,test,test_oracle,delta_pca,8,2,10,0.4466731398762117,0.1758609536292593,0.4151466794894273,0.245178334567969,0.12357335116155779,0.21428709534523677
distilbert-base-uncased,pretrained,test,test_oracle,delta_pca,8,4,10,0.5505486964867864,0.1382385633843262,0.4824591949312581,0.28254163078614714,0.10460850648558566,0.25781021782603414
distilbert-base-uncased,pretrained,test,test_oracle,state_pca,8,2,10,0.5199074293850302,0.18757038862832323,0.48045515719122484,0.17986985686617069,0.15035104683015615,0.22942384411677302
distilbert-base-uncased,pretrained,test,test_oracle,state_pca,8,4,10,0.5183620697393433,0.25719987761999563,0.5153436952317492,0.24965713048565594,0.11683352492729344,0.2869729566480388
distilbert-base-uncased,pretrained,test,test_oracle,state_pca,8,6,10,0.612977846882597,0.30021302152167545,0.9971036841797343,0.32132652847058957,0.34456067928332973,0.6320458862151185
distilbert-base-uncased,pretrained,test,train_route,delta_pca,8,2,10,0.4321043758138404,0.21365819790329849,0.4246842735746026,0.23564074048279315,0.11564636106988424,0.21221436479379707
distilbert-base-uncased,pretrained,test,train_route,delta_pca,8,4,10,0.5293891145294276,0.17624098588848897,0.49633155005875196,0.2686692756586535,0.09112007561329435,0.22660985521806692
distilbert-base-uncased,pretrained,test,train_route,state_pca,8,2,10,0.49653721994850264,0.16962455566740636,0.4439264353332023,0.2163985787241937,0.12164386814411761,0.22391178379236898
distilbert-base-uncased,pretrained,test,train_route,state_pca,8,4,10,0.5272219100709145,0.15509810499759594,0.475194510516369,0.2898063152010366,0.11972346249674488,0.29034929770296236
distilbert-base-uncased,pretrained,test,train_route,state_pca,8,6,10,0.602199507630031,0.2047187023504091,0.9247176138883451,0.39371259876197806,0.2817592361956417,0.5414396801306298
distilbert-base-uncased,pretrained,train,random_route,random,8,2,11,0.4484836697699546,0.16833806071754265,0.19842979344473932,0.2000460752458436,0.09762242531502313,0.26046761019143183
distilbert-base-uncased,pretrained,train,random_route,random,8,4,11,0.3985416055076802,0.12015150970662314,0.16136746672808008,0.22932191011724629,0.042206347038288655,0.10766773190350903
distilbert-base-uncased,pretrained,train,random_route,random,8,6,11,0.6902349828892593,0.16978848212025796,1.3826924938807914,0.4946806182176001,0.28939306049286107,0.43455450734012896
distilbert-base-uncased,pretrained,train,train_route,delta_pca,8,2,11,0.5112074024826886,0.12116662186181532,0.22059969721441036,0.1778761714761727,0.09153696949926315,0.23571877512344933
distilbert-base-uncased,pretrained,train,train_route,delta_pca,8,4,11,0.4501844244342582,0.12072853084471018,0.19022030094187958,0.20046907590344698,0.06062214230486314,0.15487689603202817
distilbert-base-uncased,pretrained,train,train_route,state_pca,8,2,11,0.45168199704028295,0.19059179799446482,0.2090648677950331,0.18941100089554982,0.10195890702211399,0.2737687379464902
distilbert-base-uncased,pretrained,train,train_route,state_pca,8,4,11,0.5241852735478832,0.14444037476803417,0.22288635459692038,0.1678030222484059,0.06949880896454512,0.17973266003189894
distilbert-base-uncased,pretrained,train,train_route,state_pca,8,6,11,0.7256723177996524,0.26187919891794825,1.5459511479995869,0.3314219640988049,0.4897647592872574,0.618567860164125
google/bert_uncased_L-2_H-128_A-2,pretrained,test,random_route,random,8,1,10,0.40894761853792644,0.11678986171719022,0.30655793727093245,0.39683368943017017,0.08624966970424713,0.1943262798300022
google/bert_uncased_L-2_H-128_A-2,pretrained,test,random_route,random,8,2,10,0.4492744572953017,0.17137370077537611,0.3863503450268351,0.37569165685295663,0.1367773427541205,0.30196374887786825
google/bert_uncased_L-2_H-128_A-2,pretrained,test,test_oracle,delta_pca,8,1,10,0.4524198430948311,0.13207869161998886,0.33229291947030837,0.371098707230794,0.10975630054755683,0.2501694886682474
google/bert_uncased_L-2_H-128_A-2,pretrained,test,test_oracle,state_pca,8,1,10,0.2729330877133402,0.09511778468481717,0.1901131066072668,0.5132785200938358,0.05399179547054955,0.11562936573358147
google/bert_uncased_L-2_H-128_A-2,pretrained,test,test_oracle,state_pca,8,2,10,0.44812876309903127,0.21720155409244082,0.39998147325879885,0.36206052862099286,0.17326226063591424,0.3637236482318252
google/bert_uncased_L-2_H-128_A-2,pretrained,test,train_route,delta_pca,8,1,10,0.3742103654952025,0.09962321642503252,0.27712688844076616,0.42626473826033645,0.10008628271838027,0.23244110502608795
google/bert_uncased_L-2_H-128_A-2,pretrained,test,train_route,state_pca,8,1,10,0.34245349626072186,0.13702161693732023,0.25985667381922023,0.4435349528818825,0.060833631136751255,0.13525856885050241
google/bert_uncased_L-2_H-128_A-2,pretrained,test,train_route,state_pca,8,2,10,0.4982187751185507,0.13270644460464726,0.414375321632421,0.3476666802473707,0.16083224743173608,0.3634705885238553
google/bert_uncased_L-2_H-128_A-2,pretrained,train,random_route,random,8,1,11,0.42439619387076993,0.18534858117020916,0.39062612922518214,0.42718908054586535,0.10015414476745538,0.21395165771206368
google/bert_uncased_L-2_H-128_A-2,pretrained,train,random_route,random,8,2,11,0.6179644403045108,0.10861505189619089,0.7818837789983589,0.4069361456742407,0.21145198660471196,0.4858061381708501
google/bert_uncased_L-2_H-128_A-2,pretrained,train,train_route,delta_pca,8,1,11,0.35251432409901634,0.15999934033859464,0.33523477802070123,0.4825804317503461,0.10984134972286828,0.26297735177690895
google/bert_uncased_L-2_H-128_A-2,pretrained,train,train_route,state_pca,8,1,11,0.4022438170633161,0.12796468784612688,0.36330760912671384,0.45450760064433315,0.08769222729520222,0.18451009073168062
google/bert_uncased_L-2_H-128_A-2,pretrained,train,train_route,state_pca,8,2,11,0.5422182558957581,0.16451428139019333,0.750941090915791,0.4378788337568091,0.24879190810269095,0.5582390988886474
