model,prompt_id,task,topic,observed_condition,layer,subspace_family,subspace_k,rep,top_k_output,rank_whitened_jb,rho,v_access,v_inaccess,entropy,varentropy,confidence,margin,trace_fim,jacobian_fro_norm,fisher_output_fro_norm,grad_entropy_proj_norm,grad_varentropy_proj_norm,logit_norm,direction,sign,epsilon,latent_step_norm,fisher_output_energy,direction_output_energy_unit,first_order_entropy,directional_success,candidate_mass_before_full_vocab,candidate_mass_after_full_vocab,candidate_mass_retention_ratio,full_vocab_top5_jaccard,full_vocab_top10_jaccard,candidate_set_kl,entropy_after,delta_entropy,abs_delta_entropy,varentropy_after,delta_varentropy,abs_delta_varentropy,semantic_entropy_proxy_after,delta_semantic_entropy_proxy,cluster_distribution_l1,embedding_centroid_delta_norm,selected_logit_l2,selected_prob_l1,selected_kl_before_after,rank_displacement_mean,top5_jaccard,selected_top1_changed,target_in_topk,target_correct_changed,delta_target_prob_topk,non_target_mass_delta,source,top10_jaccard,case_id,prompt,target,mode,hidden_step_norm,entropy_before,varentropy_before,confidence_before,confidence_after,delta_confidence,semantic_entropy_proxy_before,semantic_density_uncertainty_before,semantic_density_uncertainty_after,delta_semantic_density_uncertainty,haloscope_style_consistency_risk_before,haloscope_style_consistency_risk_after,delta_haloscope_style_consistency_risk,selected_top1_before,selected_top1_after,target_in_topm,target_top1_before,target_top1_after,target_prob_before,target_prob_after,delta_target_prob,top1_token_before,top1_token_after,entropy_efficiency,varentropy_efficiency,_unit_id,_route_id,candidate_policy
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:2:0:layer12,factual_completion,role,,12,random,8,,,,0.891334925257304,,,,,,,,,,,,,accessible_ls,decrease,0.05,0.4401203508610693,0.05,,,,,,,,,,2.5225261322873607,-0.0315566213893867,0.0315566213893867,0.4819966300695013,0.0543180445905156,0.0543180445905156,1.3118749966191443,-0.0090158060996208,,,,,,,1.0,0,,0.0,,,decoder_main,0.8181818181818182,factual_completion:2:0,A person who teaches students is a,teacher,fisher_output_equal,0.4401203508610693,2.5540827536767474,0.4276785854789857,0.1749271532757688,0.1840499398555097,0.0091227865797408,1.3208908027187651,0.341693796338947,0.339379536243406,-0.002314260095541,0.7980057803827687,0.7914588719177927,-0.0065469084649759,78427.0,78427.0,0.0,0.0,0.0,0.0,0.0,0.0,""",__",""",__",0.631132427787734,1.0863608918103118,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:factual_completion:2:0:layer12::factual_completion::role::nan::decrease,12::random::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:2:0:layer12,factual_completion,role,,12,random,8,,,,0.891334925257304,,,,,,,,,,,,,accessible_ls,increase,0.05,0.4401203508610693,0.05,,,,,,,,,,2.584146065537372,0.0300633118606241,0.0300633118606241,0.3737054292867399,-0.0539731561922458,0.0539731561922458,1.3292752798573952,0.0083844771386301,,,,,,,1.0,0,,0.0,,,decoder_main,1.0,factual_completion:2:0,A person who teaches students is a,teacher,fisher_output_equal,0.4401203508610693,2.5540827536767474,0.4276785854789857,0.1749271532757688,0.1657473189525721,-0.0091798343231967,1.3208908027187651,0.341693796338947,0.3439271593955459,0.0022333630565989,0.7980057803827687,0.8042793300367581,0.0062735496539894,78427.0,78427.0,0.0,0.0,0.0,0.0,0.0,0.0,""",__",""",__",0.601266237212482,1.079463123844916,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:factual_completion:2:0:layer12::factual_completion::role::nan::increase,12::random::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:2:0:layer23,factual_completion,role,,23,random,8,,,,0.6738285098182014,,,,,,,,,,,,,accessible_ls,decrease,0.05,3.02693471286164,0.05,,,,,,,,,,2.2820916946135648,-0.0323697719158202,0.0323697719158202,0.6654147491110664,0.02961370299477,0.02961370299477,1.0918983969939144,-0.0209271210227874,,,,,,,1.0,0,,0.0,,,decoder_main,1.0,factual_completion:2:0,A person who teaches students is a,teacher,fisher_output_equal,3.02693471286164,2.314461466529385,0.6358010461162963,0.2137074152166724,0.223829579678834,0.0101221644621615,1.112825518016702,0.2737285965354944,0.2728234107897256,-0.0009051857457688,0.653771307251185,0.6422593306365431,-0.0115119766146419,11079.0,11079.0,1.0,1.0,1.0,0.2137074152166724,0.223829579678834,0.0101221644621615,teacher,teacher,0.647395438316404,0.5922740598953999,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:factual_completion:2:0:layer23::factual_completion::role::nan::decrease,23::random::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:2:0:layer23,factual_completion,role,,23,random,8,,,,0.6738285098182014,,,,,,,,,,,,,accessible_ls,increase,0.05,3.02693471286164,0.05,,,,,,,,,,2.347435461078417,0.0329739945490321,0.0329739945490321,0.6031236057960777,-0.0326774403202185,0.0326774403202185,1.1349189658807517,0.0220934478640497,,,,,,,1.0,0,,0.0,,,decoder_main,1.0,factual_completion:2:0,A person who teaches students is a,teacher,fisher_output_equal,3.02693471286164,2.314461466529385,0.6358010461162963,0.2137074152166724,0.2033596488604574,-0.010347766356215,1.112825518016702,0.2737285965354944,0.2747155231024575,0.000986926566963,0.653771307251185,0.6662702773702377,0.0124989701190526,11079.0,11079.0,1.0,1.0,1.0,0.2137074152166724,0.2033596488604574,-0.010347766356215,teacher,teacher,0.6594798909806419,0.65354880640437,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:factual_completion:2:0:layer23::factual_completion::role::nan::increase,23::random::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:3:2:layer12,factual_completion,language,,12,random,8,,,,0.8184009091937169,,,,,,,,,,,,,accessible_ls,decrease,0.05,0.3476967680633268,0.05,,,,,,,,,,2.407729759548726,-0.0388581859632566,0.0388581859632566,0.782793943746144,0.0727988239724268,0.0727988239724268,1.297395741077028,-0.0110843553803887,,,,,,,1.0,0,,0.0,,,decoder_main,1.0,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,fisher_output_equal,0.3476967680633268,2.4465879455119826,0.7099951197737171,0.2520352186400834,0.2649046263807253,0.0128694077406419,1.3084800964574168,0.366484070254406,0.3640853436763844,-0.0023987265780215,0.7837780461985748,0.7747084722908169,-0.0090695739077579,444.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,L,L,0.7771637192651321,1.455976479448536,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:factual_completion:3:2:layer12::factual_completion::language::nan::decrease,12::random::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:3:2:layer12,factual_completion,language,,12,random,8,,,,0.8184009091937169,,,,,,,,,,,,,accessible_ls,increase,0.05,0.3476967680633268,0.05,,,,,,,,,,2.4838425220807183,0.0372545765687357,0.0372545765687357,0.6370687289138677,-0.0729263908598494,0.0729263908598494,1.3190157362908943,0.0105356398334774,,,,,,,1.0,0,,0.0,,,decoder_main,0.8181818181818182,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,fisher_output_equal,0.3476967680633268,2.4465879455119826,0.7099951197737171,0.2520352186400834,0.2390859398331654,-0.0129492788069179,1.3084800964574168,0.366484070254406,0.3686706177732001,0.0021865475187941,0.7837780461985748,0.7927398234233012,0.0089617772247263,444.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,L,L,0.745091531374714,1.4585278171969878,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:factual_completion:3:2:layer12::factual_completion::language::nan::increase,12::random::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:3:2:layer23,factual_completion,language,,23,random,8,,,,0.8601263904340771,,,,,,,,,,,,,accessible_ls,decrease,0.05,2.223643742544865,0.05,,,,,,,,,,2.443009963311511,-0.0351358691144243,0.0351358691144243,0.6118068019140483,0.05675506241408,0.05675506241408,1.2942011733355947,-0.0103745558534147,,,,,,,1.0,0,,0.0,,,decoder_main,1.0,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,fisher_output_equal,2.223643742544865,2.478145832425936,0.5550517394999683,0.2077389357962099,0.2193728608074526,0.0116339250112427,1.3045757291890094,0.33274114487466,0.3308068406964978,-0.0019343041781622,0.7805053734012553,0.7716314172739438,-0.0088739561273114,6364.0,6364.0,1.0,0.0,0.0,0.107245311897422,0.1095495352728088,0.0023042233753868,English,English,0.7027173822884859,1.1351012482816,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:factual_completion:3:2:layer23::factual_completion::language::nan::decrease,23::random::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:3:2:layer23,factual_completion,language,,23,random,8,,,,0.8601263904340771,,,,,,,,,,,,,accessible_ls,increase,0.05,2.223643742544865,0.05,,,,,,,,,,2.5119849922150146,0.0338391597890792,0.0338391597890792,0.4978031934150053,-0.0572485460849629,0.0572485460849629,1.3145901155211472,0.0100143863321378,,,,,,,1.0,0,,0.0,,,decoder_main,1.0,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,fisher_output_equal,2.223643742544865,2.478145832425936,0.5550517394999683,0.2077389357962099,0.1961544292737861,-0.0115845065224238,1.3045757291890094,0.33274114487466,0.3345687023701083,0.0018275574954482,0.7805053734012553,0.7892959229417125,0.0087905495404572,6364.0,6364.0,1.0,0.0,0.0,0.107245311897422,0.1047205012196178,-0.0025248106778041,English,English,0.676783195781584,1.144970921699258,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:factual_completion:3:2:layer23::factual_completion::language::nan::increase,23::random::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:4:1:layer12,factual_completion,currency,,12,random,8,,,,0.9147010988217608,,,,,,,,,,,,,accessible_ls,decrease,0.05,0.4710567787760336,0.05,,,,,,,,,,2.655689495836719,-0.0223496143825965,0.0223496143825965,0.2415825385415473,0.045821380205031,0.045821380205031,1.3479343998193298,-0.0074847239459241,,,,,,,1.0,0,,0.0,,,decoder_main,1.0,factual_completion:4:1,The currency used in Japan is the,yen,fisher_output_equal,0.4710567787760335,2.6780391102193155,0.1957611583365163,0.1312883149245983,0.141857963755367,0.0105696488307686,1.355419123765254,0.3792782838257318,0.3785911472174066,-0.0006871366083252,0.8150803665917594,0.807661610174425,-0.0074187564173344,95131.0,95131.0,0.0,0.0,0.0,0.0,0.0,0.0,bearer,bearer,0.44699228765193,0.91642760410062,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:factual_completion:4:1:layer12::factual_completion::currency::nan::decrease,12::random::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:4:1:layer12,factual_completion,currency,,12,random,8,,,,0.9147010988217608,,,,,,,,,,,,,accessible_ls,increase,0.05,0.4710567787760336,0.05,,,,,,,,,,2.697951955881144,0.0199128456618278,0.0199128456618278,0.1545263970573177,-0.0412347612791986,0.0412347612791986,1.3620121724892416,0.0065930487239875,,,,,,,1.0,0,,0.0,,,decoder_main,1.0,factual_completion:4:1,The currency used in Japan is the,yen,fisher_output_equal,0.4710567787760335,2.6780391102193155,0.1957611583365163,0.1312883149245983,0.1211338399538956,-0.0101544749707026,1.355419123765254,0.3792782838257318,0.3797741414399056,0.0004958576141738,0.8150803665917594,0.8224196891019444,0.0073393225101849,95131.0,95131.0,0.0,0.0,0.0,0.0,0.0,0.0,bearer,bearer,0.398256913236556,0.824695225583972,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:factual_completion:4:1:layer12::factual_completion::currency::nan::increase,12::random::8::nan::nan,high_rho_route
